,ProductName,Processor,RAM,HardDrive,OS,ScreenSize,Additional_Features,Processor_Type,OriginalPrice,GST,OfferPercentage,PriceSaved,Price,ProductID
269,HPPavilion35.6cmLaptop14-dv2041TU-Silver,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,75450,10449,9,6951,68499,6K9C5PA
270,HPPavilion35.6cmx3602-in-1Laptop14-ek0084TU-Silver,12th Generation Intel® Core™ i5 processor,8,512,Windows 11 Home Single Language,35.6 cm,"Backlit keyboard, True Vision 5MP camera, B&O Speakers ",Intel,82574,11441,9,7575,74999,6Q0Z3PA
271,HPPavilion35.6cmLaptop14-dv2153TU-Silver,12th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,80499,10678,13,10500,69999,8Y2S3PA
272,HPEnvy39.6cmx3602-in-1LaptopOLED15-fe0014TX,13th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,149588,20898,8,12589,136999,8C4R6PA
273,HPEnvy39.6cmx3602-in-1LaptopOLED15-fe0030TU,13th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,124858,17390,8,10859,113999,8C4R8PA
274,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0063TU-Blue,Intel® Evo™ platform powered by Intel® Core™ i7 processor,16,1024,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,132871,18305,9,12872,119999,6L0L1PA
275,HPVictusGamingLaptop39.62cm15-fa0555TX,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,39.6 cm,Backlit keyboard with numeric keypad/Wide Vision 720p HD camera/B&O Speakers ,Intel,88646,10647,21,18847,69799,805X2PA
276,HPPavilion35.6cmx3602-in-1Laptop14-ek1010TU-Silver,13th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,92746,12813,9,8747,83999,7N760PA
277,HPPavilion35.6cmLaptop14-dv2015TU-Silver,12th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,97867,12966,13,12868,84999,6K9J2PA
278,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0062TU-SpaceBlue,12th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera with camera shutter, B&O Speakers ",Intel,121630,16780,9,11631,109999,6L0L0PA
279,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0058TU-Blue,Intel® Evo™ platform powered by Intel® Core™ i5 processor,16,512,Windows 11 Home,33.78 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,110388,15254,9,10389,99999,6L0K9PA
280,HPPavilionPlus35.6cmLaptop14-eh0037TU-Silver,12th Generation Intel® Core™ i5 -12500H Processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,97266,13195,11,10767,86499,77S54PA
281,HPEnvy39.6cmx3602-in-1Laptop15-fe0028TU,13th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,110244,15254,9,10245,99999,8C4R7PA
282,HPSpectre34.3cmx3602-in-1LaptopOLED14-ef0072TU-Blue,12th Gen Intel® Evo™ Powered by Core™ i7 Processor,16,512,Windows 11 Home,34.3 cm,"Backlit Keyboard, Fingerprint Reader, True Vision 5MP IR camera, B&O Speakers ",Intel,151755,20593,11,16756,134999,7G6F0PA
283,HPPavilionPlus35.6cmLaptop14-eh1022TU,13th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, True Vision 5MP camera, B&O Speakers ",Intel,93876,12966,9,8877,84999,81B19PA
284,HPPavilion35.6cmx3602-in-1Laptop14-ek0074TU-Silver,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,87095,11822,11,9596,77499,6Q0Y9PA
285,HPPavilion35.6cmx3602-in-1Laptop14-ek0072TU-Gold,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,87095,12051,9,8096,78999,6Q0Y7PA
286,HPPavilion35.6cmx3602-in-1Laptop14-ek1020TU-Gold,13th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint Reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,104047,14339,9,10048,93999,7Z1P8PA
287,HPEnvy39.6cmx3602-in-1Laptop15-fh0019AU,AMD Ryzen™ 7 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",AMD,99003,13881,8,8004,90999,8C4S3PA
288,HPPavilionPlus35.6cmLaptop14-ew0154TU-Blue,13th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Pro,35.6 cm,"Backlit keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,132408,17542,13,17409,114999,92U78PA
289,HPPavilionPlus35.6cmLaptop14-ey0789AU-Silver,AMD Ryzen™ 7 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",AMD,105926,14034,13,13927,91999,92U77PA
290,HPPavilion35.6cmLaptop14-ec1003AU,AMD Ryzen™ 5-5625U Processor,8,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Wide Vision 720p HD camera, B&O speakers ",AMD,61022,8085,13,8023,52999,689H4PA
291,HPPavilion35.6cmx3602-in-1Laptop14-ek1009TU-Gold,13th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,92746,12813,9,8747,83999,7N759PA
292,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0141TU-Silver,12th Gen Intel® Evo™ Powered by Core™ i7 processor,16,512,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,121629,16780,9,11630,109999,81B47PA
293,HPPavilion35.6cmLaptop14-dv2041TU-Silver,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,75450,10449,9,6951,68499,6K9C5PA
294,HPPavilion35.6cmx3602-in-1Laptop14-ek0084TU-Silver,12th Generation Intel® Core™ i5 processor,8,512,Windows 11 Home Single Language,35.6 cm,"Backlit keyboard, True Vision 5MP camera, B&O Speakers ",Intel,82574,11441,9,7575,74999,6Q0Z3PA
295,HPPavilion35.6cmLaptop14-dv2153TU-Silver,12th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,80499,10678,13,10500,69999,8Y2S3PA
296,HPEnvy39.6cmx3602-in-1LaptopOLED15-fe0014TX,13th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,149588,20898,8,12589,136999,8C4R6PA
297,HPEnvy39.6cmx3602-in-1LaptopOLED15-fe0030TU,13th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,124858,17390,8,10859,113999,8C4R8PA
298,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0063TU-Blue,Intel® Evo™ platform powered by Intel® Core™ i7 processor,16,1024,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,132871,18305,9,12872,119999,6L0L1PA
299,HPVictusGamingLaptop39.62cm15-fa0555TX,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,39.6 cm,Backlit keyboard with numeric keypad/Wide Vision 720p HD camera/B&O Speakers ,Intel,88646,10647,21,18847,69799,805X2PA
300,HPPavilion35.6cmx3602-in-1Laptop14-ek1010TU-Silver,13th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,92746,12813,9,8747,83999,7N760PA
301,HPPavilion35.6cmLaptop14-dv2015TU-Silver,12th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,97867,12966,13,12868,84999,6K9J2PA
302,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0062TU-SpaceBlue,12th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera with camera shutter, B&O Speakers ",Intel,121630,16780,9,11631,109999,6L0L0PA
303,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0058TU-Blue,Intel® Evo™ platform powered by Intel® Core™ i5 processor,16,512,Windows 11 Home,33.78 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,110388,15254,9,10389,99999,6L0K9PA
304,HPPavilionPlus35.6cmLaptop14-eh0037TU-Silver,12th Generation Intel® Core™ i5 -12500H Processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,97266,13195,11,10767,86499,77S54PA
305,HPEnvy39.6cmx3602-in-1Laptop15-fe0028TU,13th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,110244,15254,9,10245,99999,8C4R7PA
306,HPSpectre34.3cmx3602-in-1LaptopOLED14-ef0072TU-Blue,12th Gen Intel® Evo™ Powered by Core™ i7 Processor,16,512,Windows 11 Home,34.3 cm,"Backlit Keyboard, Fingerprint Reader, True Vision 5MP IR camera, B&O Speakers ",Intel,151755,20593,11,16756,134999,7G6F0PA
307,HPPavilionPlus35.6cmLaptop14-eh1022TU,13th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, True Vision 5MP camera, B&O Speakers ",Intel,93876,12966,9,8877,84999,81B19PA
308,HPPavilion35.6cmx3602-in-1Laptop14-ek0074TU-Silver,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,87095,11822,11,9596,77499,6Q0Y9PA
309,HPPavilion35.6cmx3602-in-1Laptop14-ek0072TU-Gold,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,87095,12051,9,8096,78999,6Q0Y7PA
310,HPPavilion35.6cmx3602-in-1Laptop14-ek1020TU-Gold,13th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint Reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,104047,14339,9,10048,93999,7Z1P8PA
311,HPEnvy39.6cmx3602-in-1Laptop15-fh0019AU,AMD Ryzen™ 7 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",AMD,99003,13881,8,8004,90999,8C4S3PA
312,HPPavilionPlus35.6cmLaptop14-ew0154TU-Blue,13th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Pro,35.6 cm,"Backlit keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,132408,17542,13,17409,114999,92U78PA
313,HPPavilionPlus35.6cmLaptop14-ey0789AU-Silver,AMD Ryzen™ 7 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",AMD,105926,14034,13,13927,91999,92U77PA
314,HPPavilion35.6cmLaptop14-ec1003AU,AMD Ryzen™ 5-5625U Processor,8,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Wide Vision 720p HD camera, B&O speakers ",AMD,61022,8085,13,8023,52999,689H4PA
315,HPPavilion35.6cmx3602-in-1Laptop14-ek1009TU-Gold,13th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,92746,12813,9,8747,83999,7N759PA
316,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0141TU-Silver,12th Gen Intel® Evo™ Powered by Core™ i7 processor,16,512,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,121629,16780,9,11630,109999,81B47PA
317,HPPavilion35.6cmLaptop14-dv2041TU-Silver,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,75450,10449,9,6951,68499,6K9C5PA
318,HPPavilion35.6cmx3602-in-1Laptop14-ek0084TU-Silver,12th Generation Intel® Core™ i5 processor,8,512,Windows 11 Home Single Language,35.6 cm,"Backlit keyboard, True Vision 5MP camera, B&O Speakers ",Intel,82574,11441,9,7575,74999,6Q0Z3PA
319,HPPavilion35.6cmLaptop14-dv2153TU-Silver,12th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,80499,10678,13,10500,69999,8Y2S3PA
320,HPEnvy39.6cmx3602-in-1LaptopOLED15-fe0014TX,13th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,149588,20898,8,12589,136999,8C4R6PA
321,HPEnvy39.6cmx3602-in-1LaptopOLED15-fe0030TU,13th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,124858,17390,8,10859,113999,8C4R8PA
322,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0063TU-Blue,Intel® Evo™ platform powered by Intel® Core™ i7 processor,16,1024,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,132871,18305,9,12872,119999,6L0L1PA
323,HPVictusGamingLaptop39.62cm15-fa0555TX,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,39.6 cm,Backlit keyboard with numeric keypad/Wide Vision 720p HD camera/B&O Speakers ,Intel,88646,10647,21,18847,69799,805X2PA
324,HPPavilion35.6cmx3602-in-1Laptop14-ek1010TU-Silver,13th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,92746,12813,9,8747,83999,7N760PA
325,HPPavilion35.6cmLaptop14-dv2015TU-Silver,12th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,97867,12966,13,12868,84999,6K9J2PA
326,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0062TU-SpaceBlue,12th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera with camera shutter, B&O Speakers ",Intel,121630,16780,9,11631,109999,6L0L0PA
327,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0058TU-Blue,Intel® Evo™ platform powered by Intel® Core™ i5 processor,16,512,Windows 11 Home,33.78 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,110388,15254,9,10389,99999,6L0K9PA
328,HPPavilionPlus35.6cmLaptop14-eh0037TU-Silver,12th Generation Intel® Core™ i5 -12500H Processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,97266,13195,11,10767,86499,77S54PA
329,HPEnvy39.6cmx3602-in-1Laptop15-fe0028TU,13th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,110244,15254,9,10245,99999,8C4R7PA
330,HPSpectre34.3cmx3602-in-1LaptopOLED14-ef0072TU-Blue,12th Gen Intel® Evo™ Powered by Core™ i7 Processor,16,512,Windows 11 Home,34.3 cm,"Backlit Keyboard, Fingerprint Reader, True Vision 5MP IR camera, B&O Speakers ",Intel,151755,20593,11,16756,134999,7G6F0PA
331,HPPavilionPlus35.6cmLaptop14-eh1022TU,13th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, True Vision 5MP camera, B&O Speakers ",Intel,93876,12966,9,8877,84999,81B19PA
332,HPPavilion35.6cmx3602-in-1Laptop14-ek0074TU-Silver,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,87095,11822,11,9596,77499,6Q0Y9PA
333,HPPavilion35.6cmx3602-in-1Laptop14-ek0072TU-Gold,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,87095,12051,9,8096,78999,6Q0Y7PA
334,HPPavilion35.6cmx3602-in-1Laptop14-ek1020TU-Gold,13th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint Reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,104047,14339,9,10048,93999,7Z1P8PA
335,HPEnvy39.6cmx3602-in-1Laptop15-fh0019AU,AMD Ryzen™ 7 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",AMD,99003,13881,8,8004,90999,8C4S3PA
336,HPPavilionPlus35.6cmLaptop14-ew0154TU-Blue,13th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Pro,35.6 cm,"Backlit keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,132408,17542,13,17409,114999,92U78PA
337,HPPavilionPlus35.6cmLaptop14-ey0789AU-Silver,AMD Ryzen™ 7 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",AMD,105926,14034,13,13927,91999,92U77PA
338,HPPavilion35.6cmLaptop14-ec1003AU,AMD Ryzen™ 5-5625U Processor,8,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Wide Vision 720p HD camera, B&O speakers ",AMD,61022,8085,13,8023,52999,689H4PA
339,HPPavilion35.6cmx3602-in-1Laptop14-ek1009TU-Gold,13th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,92746,12813,9,8747,83999,7N759PA
340,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0141TU-Silver,12th Gen Intel® Evo™ Powered by Core™ i7 processor,16,512,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,121629,16780,9,11630,109999,81B47PA
341,HPPavilion35.6cmLaptop14-dv2041TU-Silver,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,75450,10449,9,6951,68499,6K9C5PA
342,HPPavilion35.6cmx3602-in-1Laptop14-ek0084TU-Silver,12th Generation Intel® Core™ i5 processor,8,512,Windows 11 Home Single Language,35.6 cm,"Backlit keyboard, True Vision 5MP camera, B&O Speakers ",Intel,82574,11441,9,7575,74999,6Q0Z3PA
343,HPPavilion35.6cmLaptop14-dv2153TU-Silver,12th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,80499,10678,13,10500,69999,8Y2S3PA
344,HPEnvy39.6cmx3602-in-1LaptopOLED15-fe0014TX,13th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,149588,20898,8,12589,136999,8C4R6PA
345,HPEnvy39.6cmx3602-in-1LaptopOLED15-fe0030TU,13th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,124858,17390,8,10859,113999,8C4R8PA
346,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0063TU-Blue,Intel® Evo™ platform powered by Intel® Core™ i7 processor,16,1024,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,132871,18305,9,12872,119999,6L0L1PA
347,HPVictusGamingLaptop39.62cm15-fa0555TX,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,39.6 cm,Backlit keyboard with numeric keypad/Wide Vision 720p HD camera/B&O Speakers ,Intel,88646,10647,21,18847,69799,805X2PA
348,HPPavilion35.6cmx3602-in-1Laptop14-ek1010TU-Silver,13th Generation Intel® Core™ i5 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,92746,12813,9,8747,83999,7N760PA
349,HPPavilion35.6cmLaptop14-dv2015TU-Silver,12th Generation Intel® Core™ i7 processor,16,1024,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, Wide Vision 720p HD camera, B&O Speakers ",Intel,97867,12966,13,12868,84999,6K9J2PA
350,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0062TU-SpaceBlue,12th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,33.8 cm,"Backlit Keyboard, True Vision 5MP IR camera with camera shutter, B&O Speakers ",Intel,121630,16780,9,11631,109999,6L0L0PA
351,HPEnvy33.8cmx3602-in-1LaptopOLED13-bf0058TU-Blue,Intel® Evo™ platform powered by Intel® Core™ i5 processor,16,512,Windows 11 Home,33.78 cm,"Backlit Keyboard, True Vision 5MP IR camera, B&O Speakers ",Intel,110388,15254,9,10389,99999,6L0K9PA
352,HPPavilionPlus35.6cmLaptop14-eh0037TU-Silver,12th Generation Intel® Core™ i5 -12500H Processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,97266,13195,11,10767,86499,77S54PA
353,HPEnvy39.6cmx3602-in-1Laptop15-fe0028TU,13th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",Intel,110244,15254,9,10245,99999,8C4R7PA
354,HPSpectre34.3cmx3602-in-1LaptopOLED14-ef0072TU-Blue,12th Gen Intel® Evo™ Powered by Core™ i7 Processor,16,512,Windows 11 Home,34.3 cm,"Backlit Keyboard, Fingerprint Reader, True Vision 5MP IR camera, B&O Speakers ",Intel,151755,20593,11,16756,134999,7G6F0PA
355,HPPavilionPlus35.6cmLaptop14-eh1022TU,13th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, True Vision 5MP camera, B&O Speakers ",Intel,93876,12966,9,8877,84999,81B19PA
356,HPPavilion35.6cmx3602-in-1Laptop14-ek0074TU-Silver,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,87095,11822,11,9596,77499,6Q0Y9PA
357,HPPavilion35.6cmx3602-in-1Laptop14-ek0072TU-Gold,12th Generation Intel® Core™ i5 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint reader, True Vision 5MP camera, B&O Speakers ",Intel,87095,12051,9,8096,78999,6Q0Y7PA
358,HPPavilion35.6cmx3602-in-1Laptop14-ek1020TU-Gold,13th Generation Intel® Core™ i7 processor,16,512,Windows 11 Home,35.6 cm,"Backlit keyboard, Fingerprint Reader, True Vision 5MP camera, B&O Speakers, Privacy Camera ",Intel,104047,14339,9,10048,93999,7Z1P8PA
359,HPEnvy39.6cmx3602-in-1Laptop15-fh0019AU,AMD Ryzen™ 7 processor,16,512,Windows 11 Home,39.6 cm,"Backlit Keyboard, Wide Vision 5MP IR camera, B&O Speakers, Privacy Camera ",AMD,99003,13881,8,8004,90999,8C4S3PA
